ID,Unnamed: 0,Date,city,race_n_time,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Yas,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,Mevsim,KG,K,DB,SK,SKG,TS,GKR,AP,YP,TGK,ÖG,KGS,SGKR,DS
FAKİRİN UMUDU(3) KG  ,2569,20/07/2015,Şanlıurfa,7. Koşu:21:30,UFUK AKAY,D.ÇELİK,False,0,3y k e,89.62,7.8,780,11,10.0,4,76,41,7,8,10,9,25,9.0,11.0,3.0,1.0,5.0,6,1,0,2,0,16,0,33,0,12.13837750354036,13.38986833296139,13.54307740389624,13.37792642140468,13.40782122905028,11,41,7,21:30,3,k,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRVERMEZ(7) KG  ,2590,18/07/2015,Ankara,8. Koşu:18:00,M.BAYIR,M.BAYIR,True,1,3y d e,96.29,25.5,2550,12,1.0,11,8,0,10,10,11,10,31,12.0,14.0,12.0,8.0,,4,0,0,0,0,0,0,0,0,14.53941219233565,15.45253863134658,15.72150477259966,15.25940996948118,,12,0,8,18:00,3,d,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIZILMAVİ(1) KG    ,2671,23/07/2015,Ankara,8. Koşu:18:00,B.KILINÇ,B.KILINÇ,True,1,4y a k,112.68,6.1,610,13,12.0,3,82,29,11,12,11,10,34,13.0,6.0,6.0,1.0,1.0,16,4,0,1,1,25,0,6,6,14.19950301739439,14.49859041482078,13.78716070659199,14.54483230663929,14.93651979088872,13,29,8,18:00,4,a,k,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMAELA(10) KG  DB  SK  ,2705,18/07/2015,Kocaeli,7. Koşu:21:30,M.DEMİRBAŞ,M.DEMİRBAŞ,True,1,4y a k,101.71,11.0,1100,12,3.0,8,50,26,11,10,10,10,31,12.0,5.0,3.0,9.0,6.0,8,1,0,2,0,12,0,25,0,14.74781240782617,16.4765525982256,16.3563160543533,15.80954152329582,15.45083324136409,12,26,7,21:30,4,a,k,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
HOP HOP(4) SKG  SK  SGKR  ,2867,24/07/2015,İstanbul,6. Koşu:20:30,B.AVERBAK,M.KURT,False,0,5y d a,175.36,13.0,1300,8,2.0,8,55,58,7,7,9,10,23,12.0,7.0,9.0,9.0,8.0,39,6,4,3,3,15,10,7,7,,,,,13.68613138686131,8,58,6,20:30,5,d,a,yaz,0,0,0,1,1,0,0,0,0,0,0,0,1,0
NEVZAT AĞA(8) KG  K  ,2880,18/07/2015,Kocaeli,6. Koşu:21:00,N.AVCİ,N.AVCİ,True,1,4y a a,111.66,24.05,2405,8,1.0,11,31,53,9,10,11,11,30,8.0,15.0,6.0,7.0,9.0,8,0,0,0,0,0,0,0,0,13.43363782912413,13.88801212044694,14.32518162283843,13.16036849031773,12.04361054766734,8,53,6,21:00,4,a,a,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SARS(2),2887,16/07/2015,Ankara,7. Koşu:18:00,HAKAN YILDIZ,HAKAN YILDIZ,True,1,5y d k,96.86,8.3,830,5,7.0,6,45,60,8,9,10,10,27,5.0,5.0,5.0,3.0,13.0,28,4,1,6,0,14,3,21,0,16.51868676440223,14.92654568308587,16.49144506287363,16.52437345083999,16.52039235931854,5,60,7,18:00,5,d,k,yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YUNUS SU(8) KG  ,2890,16/07/2015,Kocaeli,6. Koşu:21:00,N.KILIÇASLAN,N.KILIÇASLAN,True,1,6y a a,133.33,13.85,1385,9,1.0,9,30,38,5,4,7,9,16,9.0,13.0,9.0,11.0,10.0,46,6,2,6,0,13,4,13,0,12.75031875796895,12.5250501002004,13.7497544686702,13.94214011850819,13.5795763172189,9,38,6,21:00,6,a,a,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HÜNKARIM(11) KG  K  ,2901,18/07/2015,Kocaeli,6. Koşu:21:00,H.KALINYILMAZ,H.KALINYILMAZ,True,1,4y k a,108.87,10.05,1005,6,3.0,6,62,66,5,8,7,9,20,6.0,9.0,8.0,9.0,1.0,20,1,4,3,1,5,20,15,5,13.7779002480022,14.38727149627624,14.18988648090815,14.02524544179523,14.59227467811159,6,66,6,21:00,4,k,a,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TATGÜZELİKIZI(8)   ,2955,20/07/2015,Şanlıurfa,4. Koşu:20:00,HAS.YILDIRIM,HAS.YILDIRIM,True,1,6y a k,144.18,11.45,1145,10,2.0,10,41,47,11,10,11,9,32,10.0,10.0,7.0,6.0,5.0,74,6,7,9,7,8,9,12,9,12.48439450686642,12.22718102341505,13.43935491096427,13.61470388019061,12.74516745733909,10,47,4,20:00,6,a,k,yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBILITATE(15),2968,19/07/2015,Adana,5. Koşu:19:30,A.C.BİNİZETOĞLU,A.C.BİNİZETOĞLU,True,1,3y d d,115.83,80.35,8034,14,0.0,15,0,7,8,6,8,8,22,14.0,12.0,11.0,6.0,8.0,6,0,0,0,0,0,0,0,0,15.54001554001554,15.13398023680228,14.45086705202312,15.51389786683905,15.16034985422741,14,7,5,19:30,3,d,d,yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARÇIN(14) SK  ,2979,24/07/2015,İstanbul,5. Koşu:20:00,S.AKBULAT,S.AKBULAT,True,1,5y k k,137.79,11.9,1190,13,3.0,11,38,29,5,6,6,7,17,13.0,9.0,9.0,12.0,7.0,11,0,1,1,0,0,9,9,0,13.78909935408956,13.38816104045137,13.24753974261923,13.17060321362718,14.45783132530121,13,29,5,20:00,5,k,k,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESMA SULTANI(11) K  DB  ,3005,19/07/2015,Adana,5. Koşu:19:30,Ş.KESEN,Ş.KESEN,True,1,3y k d,112.49,25.9,2590,11,1.0,14,7,28,4,2,4,6,10,11.0,14.0,6.0,8.0,4.0,7,0,0,0,1,0,0,0,14,16.00142234865321,16.01601601601601,14.79405123413533,15.2940276821901,15.78019121878771,11,28,5,19:30,3,k,d,yaz,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AŞAR(1) SKG  SK  ,3043,16/07/2015,Ankara,5. Koşu:17:00,Ö.YILDIRIM,Ö.YILDIRIM,True,1,3y d e,120.34,1.95,195,4,11.0,2,81,70,15,13,12,11,40,4.0,13.0,5.0,2.0,5.0,14,4,2,1,1,28,14,7,7,15.78859896958617,15.69756033749755,15.95474653709479,15.86843623773803,16.13362437126317,4,70,5,17:00,3,d,e,yaz,0,0,0,1,1,0,0,0,0,0,0,0,0,0
KIZÇEM(5) DB  SK    ,3100,16/07/2015,Kocaeli,4. Koşu:20:00,A.C. İNAN,M.KAYA,False,0,3y a d,89.8,2.55,254,5,21.0,3,76,69,10,9,9,9,28,,8.0,5.0,5.0,6.0,6,0,0,0,0,0,0,0,0,13.74413011109838,13.34095673718315,13.3630289532294,13.39435204821967,14.2511044605957,5,69,4,20:00,3,a,d,yaz,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ODE TO JOY(1) KG  SK  ÖG  ,3126,20/07/2015,Bursa,4. Koşu:16:00,Ö.KAYA,Ö.KAYA,True,1,3y a e,136.37,4.4,440,1,14.0,2,88,100,12,12,11,11,35,1.0,3.0,5.0,6.0,2.0,14,2,2,2,2,14,14,14,14,16.13258047957762,15.39430410748023,15.6061573384408,15.56483984599001,15.93371574251115,1,100,4,16:00,3,a,e,yaz,1,0,0,1,0,0,0,0,0,0,1,0,0,0
PİRSÜSKIZI(9) KG  K  ,3140,19/07/2015,Adana,4. Koşu:19:00,C.GÜVENÇ,C.GÜVENÇ,True,1,3y d d,89.49,44.9,4490,11,0.0,10,35,28,1,1,3,3,5,11.0,10.0,,,,2,0,0,0,0,0,0,0,0,13.40931947703654,12.43424198947872,,,,11,28,4,19:00,3,d,d,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NOS(14) KG  K  DB  ,3142,20/07/2015,Şanlıurfa,3. Koşu:19:30,AHMET TAŞ,AHMET TAŞ,True,1,7y d a,120.0,12.2,1220,13,2.0,11,35,29,8,8,9,9,25,13.0,12.0,7.0,17.0,8.0,67,8,5,8,6,11,7,11,8,14.16666666666667,14.94768310911809,15.26884065874141,13.14252336448598,15.37915532946883,13,29,3,19:30,7,d,a,yaz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MAGDALENA(11) SKG  SK  ,3150,20/07/2015,Bursa,3. Koşu:15:30,D.AYDOĞAN,D.AYDOĞAN,True,1,4y d k,93.62,90.4,9040,11,0.0,10,44,41,8,8,9,9,25,11.0,10.0,8.0,12.0,4.0,15,2,1,0,4,13,6,0,26,16.02221747489853,15.74803149606299,15.83391977480647,16.36884463238303,16.49970536240424,11,41,3,15:30,4,d,k,yaz,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ANOTHER DREAM(12) K  ,3160,18/07/2015,Ankara,3. Koşu:15:30,Z.KARABULUT,Z.KARABULUT,True,1,4y d k,145.68,43.3,4330,11,1.0,12,0,9,7,6,6,8,19,11.0,11.0,11.0,8.0,4.0,23,1,0,1,4,4,0,4,17,15.10159253157606,15.83670596515925,15.4548130703562,14.45196622803681,15.83189407023604,11,9,3,15:30,4,d,k,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZATOPEC(9) KG  ,3162,16/07/2015,Kocaeli,3. Koşu:19:30,A.CAN İŞLEYEN,A.CAN İŞLEYEN,True,1,3y a e,80.9,11.8,1180,11,2.0,9,30,23,7,9,8,10,24,11.0,12.0,8.0,8.0,1.0,11,1,0,2,0,9,0,18,0,14.83312731767614,15.86042823156225,15.86342347786675,14.15828967860683,15.13775355737209,11,23,3,19:30,3,a,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GÖZÜİPEK(10) KG  ,3191,16/07/2015,Kocaeli,3. Koşu:19:30,V.KAPLAN,V.KAPLAN,True,1,3y d d,79.41,22.7,2270,8,1.0,10,23,46,8,7,10,9,25,8.0,14.0,6.0,8.0,6.0,14,0,0,1,0,0,0,7,0,15.11144692104269,13.737207225771,15.74803149606299,16.59521504632831,15.68265682656826,8,46,3,19:30,3,d,d,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STELLINA(8) K  ,3195,24/07/2015,İstanbul,4. Koşu:19:30,Y.PİLAVCILAR,Y.PİLAVCILAR,True,1,5y d k,73.91,18.85,1885,9,3.0,9,50,52,8,7,8,7,23,9.0,12.0,10.0,3.0,9.0,28,3,1,4,5,10,3,14,17,16.23596265728589,15.88141874007411,16.00985221674877,16.34750116767865,15.76330786952831,9,52,4,19:30,5,d,k,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CANNAZAR(6) KG  DB  SK  ,3197,18/07/2015,Kocaeli,3. Koşu:19:30,E.NALBANT,E.NALBANT,True,1,6y a a,160.38,25.9,2590,14,1.0,15,6,13,6,7,10,9,23,14.0,9.0,4.0,6.0,10.0,26,5,1,3,3,19,3,11,11,12.47038284075321,13.3422281521014,13.78495470657739,13.68176221097277,13.43827990017278,14,13,3,19:30,6,a,a,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
BERAZİ HAN(2) KG  DB  ,3209,19/07/2015,Adana,4. Koşu:19:00,H.BUDAK,H.BUDAK,True,1,3y k e,81.03,2.85,285,4,19.0,2,92,78,6,7,8,10,21,4.0,3.0,8.0,3.0,10.0,10,0,1,5,1,0,10,50,10,14.80932987782303,13.71886872097932,14.56419448801255,14.99250374812594,11.16411245305998,4,78,4,19:00,3,k,e,yaz,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NEIL(8) DB  ,3240,20/07/2015,Bursa,3. Koşu:15:30,D.YILDIZ,D.YILDIZ,True,1,5y d a,88.52,3.85,385,3,8.0,4,77,88,8,9,10,11,27,3.0,7.0,6.0,7.0,8.0,33,8,3,3,3,24,9,9,9,16.94532309082693,16.51138105908716,15.57191392978482,16.80672268907563,15.24535493091948,3,88,3,15:30,5,d,a,yaz,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UĞUR AĞA(10) KG  ,3291,16/07/2015,Kocaeli,2. Koşu:19:00,ONUR YILDIZ,ONUR YILDIZ,True,1,4y d a,97.94,25.8,2580,10,1.0,9,30,30,5,7,5,9,17,10.0,9.0,11.0,6.0,6.0,11,0,0,0,0,0,0,0,0,14.29446599959159,15.17286225208627,14.69223631302196,15.03759398496241,14.27731586461745,10,30,2,19:00,4,d,a,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAĞDURA(8) KG  ,3320,19/07/2015,Adana,2. Koşu:17:45,U.YÜCEL,C.GÜVENÇ,False,0,3y a d,92.04,42.0,4200,11,1.0,10,35,28,6,6,7,8,19,10.0,11.0,,,,2,0,0,0,0,0,0,0,0,13.65343042439413,13.03780964797914,,,,11,28,2,17:45,3,a,d,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GLAMOUR(6) KG  K  ,3339,24/07/2015,Bursa,3. Koşu:15:00,K.TOKAÇOĞLU,K.TOKAÇOĞLU,True,1,3y d d,109.89,5.6,560,3,5.0,8,46,85,14,12,11,9,37,3.0,6.0,8.0,17.0,5.0,8,1,0,1,1,12,0,12,12,16.38001638001638,15.84786053882726,16.52697438318971,,14.72513089005236,3,85,3,15:00,3,d,d,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DİYAPİR(11) K  ,3343,20/07/2015,Şanlıurfa,2. Koşu:19:00,F.YARDIMCI,N.ALTIN,False,0,3y d d,135.26,3.5,350,8,14.0,2,88,58,12,10,10,9,32,1.0,8.0,5.0,1.0,1.0,9,6,0,0,1,66,0,0,11,14.36231328992723,14.04702055300902,13.54882415561792,15.63803169307756,15.82069874752802,8,58,2,19:00,3,d,d,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LYRIC(8) KG  K  ,3346,16/07/2015,Kocaeli,2. Koşu:19:00,G.YILDIZ,Ö.YILDIRIM,False,0,4y k k,88.0,3.2,320,5,14.0,4,69,69,7,8,9,10,24,7.0,5.0,4.0,5.0,6.0,25,5,6,5,3,20,24,20,12,15.74028529267093,15.90909090909091,16.21840789295851,16.81479702137881,16.11679939324991,5,69,2,19:00,4,k,k,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BRAVE SOUL(8) K  ,3364,18/07/2015,Kocaeli,2. Koşu:19:00,CEM ŞEN,CEM ŞEN,True,1,3y a d,130.99,11.85,1185,8,2.0,7,56,53,7,7,7,8,21,8.0,5.0,9.0,5.0,6.0,14,1,0,1,3,7,0,7,21,14.50492404000305,15.77156138457707,15.42912246865959,15.94896331738437,15.59422193040053,8,53,2,19:00,3,a,d,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GÜMÜŞKAYA(12) t  KG  SK  ,3401,24/07/2015,İstanbul,2. Koşu:18:30,B.AVERBAK,B.AVERBAK,True,1,4y a a,106.5,67.2,6720,12,,0,100,35,7,7,9,10,23,12.0,10.0,14.0,5.0,3.0,6,0,0,1,0,0,0,16,0,13.14553990610329,12.73769447729961,13.44311880356243,13.48213616957531,14.01261135021519,12,35,2,18:30,4,a,a,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ÇİLEMHANIM(10) t  KG  K  ,3438,24/07/2015,İstanbul,2. Koşu:18:30,A.OLUK,A.OLUK,True,1,4y a k,103.5,34.85,3485,10,,0,100,47,9,9,9,9,27,10.0,17.0,11.0,10.0,4.0,11,1,1,1,2,9,9,9,18,13.52657004830918,13.08786318820347,13.44424838248887,14.43150190701989,14.54789615040286,10,47,2,18:30,4,a,k,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MIZIKÇI(5) K  ,3442,19/07/2015,İstanbul,2. Koşu:14:30,GÖKH.GÖKÇE,GÖKH.GÖKÇE,True,1,3y a d,70.96,2.75,275,3,17.0,3,83,80,10,11,11,11,32,3.0,,,,,1,0,0,1,0,0,0,100,0,14.0924464487035,,,,,3,80,2,14:30,3,a,d,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
İNCİSU(4) KG  SK  ,3443,19/07/2015,İstanbul,2. Koşu:14:30,D.YILDIZ,D.YILDIZ,True,1,3y a d,72.41,10.75,1075,4,7.0,6,58,70,8,9,10,11,27,4.0,,,,,1,0,0,0,1,0,0,0,100,13.81024720342494,,,,,4,70,2,14:30,3,a,d,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
FOREVER AND EVER(1) DB  SKG  SK  ,3476,20/07/2015,Bursa,1. Koşu:14:30,O.İNCE,O.İNCE,True,1,2y d e,77.07,2.65,265,2,,0,100,94,7,8,8,9,23,4.0,2.0,4.0,5.0,3.0,5,0,1,1,2,0,20,20,40,15.71091908876669,15.57026080186843,15.53800336656739,15.32958610117527,15.51109042965721,2,94,1,14:30,2,d,e,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
FUBSY(7) KG  K  DB    ,3596,09/07/2015,Kocaeli,7. Koşu:21:30,İ.H.KETME,S.ERKUŞ,False,0,3y d e,92.58,5.4,540,13,13.0,3,76,7,7,9,10,11,26,6.0,13.0,7.0,7.0,7.0,16,1,0,1,2,6,0,6,12,15.11063140852671,15.12205659969756,14.65630954125751,14.27551748750892,14.24074351671414,13,7,7,21:30,3,d,e,yaz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PRENSES ZEHRA(9) KG  K  ,3605,15/07/2015,İstanbul,8. Koşu:21:00,S.BOYRAZ,S.BOYRAZ,True,1,3y k d,85.04,15.45,1545,8,2.0,9,11,36,14,13,12,12,39,8.0,6.0,,,,2,0,0,0,0,0,0,0,0,14.1110065851364,14.052120592744,,,,8,36,8,21:00,3,k,d,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AKÇABEY(2) KG  GKR    ,3609,15/07/2015,Elazığ,8. Koşu:18:00,H.ALTUNKILIÇ,R.YILDIRIM,False,0,8y k a,172.72,4.4,440,10,17.0,2,81,30,10,10,10,10,30,10.0,10.0,18.0,10.0,8.0,84,7,5,9,8,8,5,10,9,11.56236450354097,11.00046317739694,12.78136760633388,13.63459291001169,14.29835909307551,10,30,8,18:00,8,k,a,yaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0
VAROLTAY(13) KG  ,3636,15/07/2015,Elazığ,8. Koşu:18:00,KEMAL KURT,KEMAL KURT,True,1,8y a a,155.7,5.15,515,6,9.0,5,54,61,6,7,8,8,21,6.0,5.0,3.0,6.0,7.0,68,4,5,4,6,5,7,5,8,12.20295439948619,11.88565995126879,12.42956579383493,12.84521515735389,11.40575990875392,6,61,8,18:00,8,a,a,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND AKARCA(6) K  ,3653,09/07/2015,Ankara,8. Koşu:18:00,M.BAYIR,K.TOKAÇOĞLU,False,0,3y d d,79.53,3.05,305,1,9.0,5,61,100,10,10,11,10,31,7.0,1.0,4.0,4.0,11.0,18,6,3,1,3,33,16,5,16,15.7795076793604,16.34603294354332,15.75671630032301,15.53599171413775,15.86514625681706,1,100,8,18:00,3,d,d,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DAĞYUDANKIZI(1) SKG  SK  ,3660,15/07/2015,Elazığ,7. Koşu:17:30,UFUK AKAY,UFUK AKAY,True,1,3y k d,97.01,4.45,445,7,4.0,4,63,53,7,8,10,9,25,7.0,7.0,8.0,9.0,,4,0,0,0,0,0,0,0,0,11.33903721265849,12.63290872723445,12.63496439237308,12.35399820305481,,7,53,7,17:30,3,k,d,yaz,0,0,0,1,1,0,0,0,0,0,0,0,0,0
YES OF AFRIKA(6) SK  ,3667,15/07/2015,İstanbul,7. Koşu:20:30,S.KAYA,S.KAYA,True,1,3y d e,84.17,1.25,125,3,58.0,1,100,81,22,17,14,11,53,3.0,1.0,1.0,1.0,1.0,6,4,0,2,0,66,0,33,0,16.63300463347986,16.41193968612166,16.6892667153437,16.44060830250719,16.18614061709661,3,81,7,20:30,3,d,e,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YEGANE(1) K  DB  ,3682,09/07/2015,Ankara,7. Koşu:17:30,İ.KATI,İ.KATI,True,1,6y d k,133.79,13.05,1305,7,2.0,7,46,50,7,7,8,8,22,7.0,8.0,7.0,2.0,4.0,70,16,12,6,7,22,17,8,10,14.94880035877121,15.17450682852807,14.97123946103538,15.20565650421957,15.70023027004396,7,50,7,17:30,6,d,k,yaz,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ERDİNÇBEY(5) KG  ,3729,15/07/2015,İstanbul,5. Koşu:19:30,K.MANNING ,K.MANNING ,True,1,3y d e,119.82,25.1,2510,10,1.0,10,0,18,0,12,12,12,24,10.0,6.0,6.0,5.0,3.0,10,1,1,3,1,10,10,30,10,15.85711901185111,16.23753189515194,14.7184135099543,,15.37426732007303,10,18,5,19:30,3,d,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JENGAR(8) KG  K  DB  ,3740,15/07/2015,Elazığ,5. Koşu:16:30,ERCAN ALTIN,ERCAN ALTIN,True,1,4y a a,142.36,10.3,1030,7,4.0,7,36,53,3,6,5,8,14,7.0,7.0,11.0,11.0,2.0,11,0,1,2,2,0,9,18,18,11.2391121101433,12.89906481780071,13.5685210312076,12.43162605668821,14.64799047880619,7,53,5,16:30,4,a,a,yaz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ALİLKE(1) KG  ,3763,09/07/2015,Kocaeli,4. Koşu:20:00,A.ALPAGUT,A.ALPAGUT,True,1,3y a e,89.47,1.05,105,2,41.0,1,92,92,10,11,11,11,32,6.0,2.0,,,,2,0,1,0,0,0,50,0,0,13.66386882685926,13.41231697775791,,,,2,92,4,20:00,3,a,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CONQUESTA(3),3788,09/07/2015,Ankara,4. Koşu:16:00,D.YILDIZ,A.KURŞUN,False,0,2y d e,77.85,11.05,1105,3,4.0,6,53,83,8,9,10,11,27,12.0,2.0,3.0,,,3,0,1,1,0,0,33,33,0,,16.10704993185479,15.41425818882466,,,3,83,4,16:00,2,d,e,yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTELYON CAT(4) KG  SK  ,3790,15/07/2015,Elazığ,4. Koşu:16:00,İ.DİLBER,M.GENEŞ,False,0,3y d d,130.64,3.5,350,5,23.0,1,90,69,6,8,11,9,25,,9.0,5.0,1.0,3.0,11,2,2,2,0,18,18,18,0,15.27883880825057,12.44322777328439,13.77832210655236,15.0018752344043,16.36852566350988,5,69,4,16:00,3,d,d,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
EL GANADOR(3) SK  BB  ,3806,15/07/2015,İstanbul,3. Koşu:18:30,G.MOSSE,G.MOSSE,True,1,5y d a,92.62,2.55,254,6,24.0,2,88,54,20,10,10,10,40,6.0,5.0,6.0,6.0,3.0,37,6,10,7,2,16,27,18,5,16.19520621895919,16.81883709754926,16.5860400829302,16.6147455867082,16.09010458567981,6,54,3,18:30,5,d,a,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YOLARKADAŞIM(5) K  DB  ,3815,09/07/2015,Kocaeli,3. Koşu:19:30,M.GÜNDÜZELİ,M.GÜNDÜZELİ,True,1,4y a k,127.0,2.7,270,1,26.0,1,92,100,13,11,10,10,34,1.0,4.0,4.0,6.0,3.0,17,4,4,2,3,23,23,11,17,14.96062992125984,15.9780871947044,15.6933079251205,15.18474776446769,15.71444606577618,1,100,3,19:30,4,a,k,yaz,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SATISFACTION(9) SK  ,3825,15/07/2015,Elazığ,3. Koşu:15:30,A.UÇAR,A.UÇAR,True,1,6y a a,108.24,2.6,260,5,21.0,2,81,69,4,7,0,4,11,5.0,2.0,4.0,3.0,1.0,27,3,6,2,2,11,22,7,7,13.85809312638581,14.29479034307497,14.01593390380643,13.99384270920795,13.37568968399933,5,69,3,15:30,6,a,a,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SUELİN(7) SKG  SK  ,3842,15/07/2015,Elazığ,2. Koşu:15:00,KEMAL KURT,KEMAL KURT,True,1,3y k d,109.66,5.6,560,7,,0,100,53,6,7,8,8,21,7.0,,,,,1,0,0,0,0,0,0,0,0,10.03100492431151,,,,,7,53,2,15:00,3,k,d,yaz,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SNOWFLAKE(6) KG  K  ,3843,09/07/2015,Ankara,2. Koşu:15:00,F.YÜKSEL,A.KURŞUN,False,0,2y k d,75.55,6.65,665,2,,0,100,91,10,11,11,11,32,4.0,7.0,2.0,1.0,4.0,5,1,1,0,2,20,20,0,40,15.44493287394559,16.31765025836279,15.88352084712111,15.44998068752414,15.71503404924044,2,91,2,15:00,2,k,d,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DARK BLUE(2),3856,09/07/2015,Ankara,1. Koşu:14:30,F.YÜKSEL,F.YÜKSEL,True,1,2y d e,87.21,8.35,835,8,,0,100,41,10,11,11,11,32,8.0,,,,,1,0,0,0,0,0,0,0,0,13.75988992088063,,,,,8,41,1,14:30,2,d,e,yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGRAD(7) KG  SK  ,4098,13/07/2015,Şanlıurfa,8. Koşu:21:30,AHMET TAŞ,AHMET TAŞ,True,1,5y d k,88.04,15.2,1520,14,2.0,10,33,7,8,8,9,9,25,14.0,16.0,7.0,4.0,10.0,25,2,1,6,3,8,4,24,12,13.63016810540663,14.41383728379244,16.49257833974711,15.73033707865168,15.4047600708619,14,7,8,21:30,5,d,k,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BEY KARAN(2) KG  DB  SK  ,4139,13/07/2015,Şanlıurfa,8. Koşu:21:30,S.PARILDAR,S.PARILDAR,True,1,4y a a,80.05,24.4,2440,11,1.0,13,13,28,3,4,5,4,12,11.0,13.0,13.0,13.0,14.0,23,4,2,2,2,17,8,8,8,14.99063085571518,14.37894038270103,14.7290899526565,13.77305073073686,13.86642015253062,11,28,8,21:30,4,a,a,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
BROKER(18) KG  ,4162,13/07/2015,Şanlıurfa,8. Koşu:21:30,MEH.DOĞAN,MEH.DOĞAN,True,1,4y k a,78.44,14.15,1415,7,1.0,12,19,57,10,6,8,6,24,7.0,14.0,11.0,11.0,12.0,25,3,2,1,2,12,8,4,8,15.29831718510964,14.82174896637803,15.46514394480133,16.30877955966295,15.45595054095827,7,57,8,21:30,4,k,a,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
