ID,Unnamed: 0,Date,city,race_n_time,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Yas,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,Mevsim,KG,K,DB,SK,SKG,TS,GKR,AP,YP,TGK,ÖG,KGS,SGKR,DS
GENÇTARKAN(3) KG  K  DB  ,303731,07/06/2019,İstanbul,9. Koşu:21:00,H.KARATAŞ,H.KARATAŞ,True,1,3y a e,105.7,2.7,270,10,28.0,1,100,30,27,19,15,11,61,10.0,4.0,,,,2,0,0,0,1,0,0,0,50,11.35288552507095,14.71020888496617,,,,10,30,9,21:00,3,a,e,yaz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SEAFACE(12),303740,07/06/2019,Bursa,6. Koşu:16:30,G.BÜYÜKKILIÇ,G.BÜYÜKKILIÇ,True,1,4y d k,101.83,141.1,14110,12,0.0,12,38,42,6,0,0,6,6,12.0,10.0,14.0,9.0,11.0,15,0,0,0,2,0,0,0,13,13.74840420308357,14.46685388477576,15.06326571600723,14.26426426426427,15.02629601803156,12,42,6,16:30,4,d,k,yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABBASOĞLU(5) KG  K  ,303760,07/06/2019,Bursa,5. Koşu:16:00,B.ÇIĞLA,B.ÇIĞLA,True,1,4y d a,92.63,24.7,2470,12,2.0,12,38,42,7,7,9,9,23,12.0,15.0,8.0,10.0,4.0,32,6,3,5,7,18,9,15,21,15.11389398682932,14.97967044725016,14.89971346704871,15.57285873192436,14.99362770822401,12,42,5,16:00,4,d,a,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SERENITY(6) SK  ,303763,07/06/2019,İstanbul,8. Koşu:20:30,H.KARATAŞ,H.KARATAŞ,True,1,3y d e,97.4,4.9,490,3,12.0,2,92,84,27,19,15,11,61,3.0,3.0,1.0,5.0,5.0,11,4,2,3,0,36,18,27,0,16.42710472279261,16.61631419939577,16.77635823977288,14.69816272965879,16.47808414808305,3,84,8,20:30,3,d,e,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CİVANMERT(2) KG  K  ,303832,07/06/2019,Bursa,2. Koşu:14:30,O.ATMACA,O.ATMACA,True,1,3y k e,84.69,47.7,4770,11,1.0,12,38,47,7,9,9,11,25,11.0,,,,,1,0,0,0,0,0,0,0,0,14.16932341480694,,,,,11,47,2,14:30,3,k,e,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DEADPOOL(3) t  KG  K  ,303874,07/06/2019,İstanbul,1. Koşu:16:45,F.YÜKSEL,F.YÜKSEL,True,1,3y a e,122.39,32.85,3285,7,2.0,8,46,53,10,11,11,11,32,7.0,5.0,5.0,10.0,9.0,7,0,0,0,0,0,0,0,0,15.52414412942234,14.93323963457484,15.34919416730622,15.65470200156547,15.91089896579157,7,53,1,16:45,3,a,e,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BEYAZÜZÜM(2) KG  ,303882,07/06/2019,İstanbul,2. Koşu:17:15,Ö.YILDIRIM,Ö.YILDIRIM,True,1,3y k e,81.66,1.9,190,1,30.0,1,100,100,15,13,12,11,40,1.0,4.0,,,,2,1,0,0,1,50,0,0,50,14.69507714915503,14.30956355831147,,,,1,100,2,17:15,3,k,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PERFECT HEART(10) DB  SK  BB  ,303964,08/06/2019,Ankara,9. Koşu:18:00,M.A.SOLMAZ,M.A.SOLMAZ,True,1,5y a k,121.94,14.3,1430,9,4.0,8,36,33,9,10,12,11,31,9.0,6.0,12.0,8.0,5.0,31,3,0,1,4,9,0,3,12,15.58143349188125,16.72240802675585,,14.16641813301521,15.29386060738475,9,33,9,18:00,5,a,k,yaz,0,0,1,1,0,0,0,0,0,0,0,0,0,0
KING KAMİL(5) KG  K  DB  ,304018,08/06/2019,İzmir,8. Koşu:21:00,C.A.MAYDA,C.A.MAYDA,True,1,3y a e,73.5,62.0,6200,10,1.0,13,19,40,0,7,3,10,10,10.0,16.0,8.0,6.0,4.0,6,0,0,0,1,0,0,0,16,16.3265306122449,14.09727117108046,16.0183066361556,14.70047776552738,15.68012544100353,10,40,8,21:00,3,a,e,yaz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
COME UNDONE(2) KG  DB  ,304065,08/06/2019,İzmir,8. Koşu:21:00,ADEM ŞEN,ADEM ŞEN,True,1,3y d e,73.04,36.65,3665,7,1.0,11,33,60,9,11,11,11,31,7.0,10.0,,,,2,0,0,0,0,0,0,0,0,16.42935377875137,15.77978434294731,,,,7,60,8,21:00,3,d,e,yaz,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ADİLİNOĞLU(1) KG  K  ,304077,08/06/2019,Ankara,8. Koşu:17:30,V.DEMİR,V.DEMİR,True,1,3y a e,67.56,5.1,509,6,8.0,3,81,58,7,8,7,9,22,6.0,,,,,1,0,0,0,0,0,0,0,0,14.801657785672,,,,,6,58,8,17:30,3,a,e,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ECRİNİM(8) KG  DB  SK    ,304092,29/05/2019,Elazığ,2. Koşu:17:45,İ.ÇİZİK,İ.ÇİZİK,True,1,3y a d,96.71,20.1,2010,7,2.0,9,33,53,5,7,6,7,18,7.0,7.0,9.0,,,3,0,0,0,0,0,0,0,0,12.40823079309275,12.35955056179775,12.14624073849144,,,7,53,2,17:45,3,a,d,ilkbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
BOZKIR YILDIZI(7) KG  SK  ,304094,08/06/2019,İzmir,5. Koşu:19:30,G.KALIN,G.KALIN,True,1,3y d d,73.04,15.85,1585,7,7.0,5,73,60,8,4,4,8,16,7.0,5.0,8.0,8.0,15.0,10,0,0,0,0,0,0,0,0,16.42935377875137,16.12758713376937,15.96877217885025,15.86582048957389,15.02253380070105,7,60,5,19:30,3,d,d,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ERAYIM(2) DB  ,304096,08/06/2019,İzmir,5. Koşu:19:30,M.GÖNÜLTAŞ,M.GÖNÜLTAŞ,True,1,3y d e,74.08,21.7,2170,10,1.0,12,26,40,7,9,9,9,25,10.0,9.0,7.0,8.0,7.0,6,0,0,0,0,0,0,0,0,16.19870410367171,15.48586914440573,15.87861679604799,15.18438177874187,14.73994525163192,10,40,5,19:30,3,d,e,yaz,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DAMLOŞ(9) K  DB  SKG  ,304118,08/06/2019,İzmir,2. Koşu:17:45,ALP.OLUK,ALP.OLUK,True,1,3y d d,73.38,56.75,5675,14,2.0,12,26,13,11,9,11,10,31,14.0,13.0,11.0,6.0,5.0,7,0,1,0,0,0,14,0,0,16.35322976287817,15.6652120398344,15.82099672279354,16.03665521191294,15.93137254901961,14,13,2,17:45,3,d,d,yaz,0,1,1,0,1,0,0,0,0,0,0,0,0,0
EMİRİN GÖZDESİ(11) KG  DB  SK  ,304119,08/06/2019,İzmir,2. Koşu:17:45,M.GÖNÜLTAŞ,M.GÖNÜLTAŞ,True,1,3y d d,73.39,27.4,2740,15,3.0,10,40,6,7,9,9,9,25,15.0,6.0,7.0,10.0,13.0,12,0,1,2,1,0,8,16,8,16.3510014988418,15.90668080593849,15.95987232102143,15.52928996635321,15.01501501501502,15,6,2,17:45,3,d,d,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ÇİLOĞLU(4) KG  ,304151,08/06/2019,Ankara,8. Koşu:17:30,M.KESKİN,M.KESKİN,True,1,3y a e,69.32,29.3,2930,9,1.0,9,27,33,8,8,8,9,24,9.0,,,,,1,0,0,0,0,0,0,0,0,14.42585112521639,,,,,9,33,8,17:30,3,a,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UĞURDEMİR(11) KG  K  ,304152,08/06/2019,Ankara,8. Koşu:17:30,M.DEMİRBAŞ,M.DEMİRBAŞ,True,1,3y k e,65.77,40.15,4015,1,1.0,10,18,100,11,10,10,10,31,18.0,1.0,,,,2,1,0,0,0,50,0,0,0,,15.20450053215752,,,,1,100,8,17:30,3,k,e,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
İNATÇIGENÇ(6) KG  K  ,304168,08/06/2019,Ankara,5. Koşu:16:00,AH.ARSLAN,AH.ARSLAN,True,1,3y a e,69.58,41.05,4105,9,1.0,11,9,33,7,8,8,9,23,9.0,,,,,1,0,0,0,0,0,0,0,0,14.37194596148318,,,,,9,33,5,16:00,3,a,e,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CELALİYE(1) KG  K  ,304209,08/06/2019,Ankara,1. Koşu:14:00,H.KARATAŞ,H.KARATAŞ,True,1,6y a a,154.05,1.45,145,5,51.0,1,100,66,27,19,15,11,61,5.0,1.0,6.0,3.0,2.0,29,10,5,4,0,34,17,13,0,13.63193768257059,13.84584954176831,13.32687181972377,13.93825353683183,14.65335653448118,5,66,1,14:00,6,a,a,yaz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BİRİKİM(9) DB  SKG  ,304215,06/06/2019,İzmir,8. Koşu:21:30,N.AKTAŞ,N.AKTAŞ,True,1,4y k k,93.64,94.75,9475,15,1.0,16,0,0,3,5,5,5,13,15.0,12.0,14.0,7.0,10.0,11,0,1,0,0,0,9,0,0,12.81503630926954,14.91424310216257,12.76091513991432,13.48098218584497,12.29137016431621,15,0,8,21:30,4,k,k,yaz,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PAROLA(13) KG  K  DB  ,304289,30/05/2019,Ankara,8. Koşu:18:00,E.TUNÇ,E.TUNÇ,True,1,6y k k,101.37,9.45,944,13,4.0,8,38,0,7,8,8,9,23,13.0,12.0,3.0,,6.0,35,3,3,4,2,8,8,11,5,12.82430699417974,12.92267930217532,14.04987706357569,14.27891480247501,13.07279482592542,13,0,8,18:00,6,k,k,ilkbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MISAE(4) DB  SKG  SK  ,304300,04/06/2019,Ankara,5. Koşu:17:30,Ö.YILDIRIM,Ö.YILDIRIM,True,1,6y d k,138.76,2.4,240,1,26.0,1,91,100,15,13,12,11,40,1.0,4.0,4.0,4.0,3.0,38,9,8,5,7,23,21,13,18,15.85471317382531,16.46259903282231,15.74803149606299,16.75242311834391,16.46155052128243,1,100,5,17:30,6,d,k,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
DALINDA UZMAN(9) DB  SKG  SK  ,304320,06/06/2019,Ankara,8. Koşu:18:00,İS.DEMİR,İS.DEMİR,True,1,4y a a,101.51,57.25,5725,9,1.0,9,9,11,3,4,5,9,12,9.0,10.0,,,,2,0,0,0,0,0,0,0,0,14.77686927396316,14.68608493452454,,,,9,11,8,18:00,4,a,a,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
BERCA(1) KG  ,304330,04/06/2019,Ankara,2. Koşu:16:00,AH.ARSLAN,AH.ARSLAN,True,1,2y d d,67.76,26.55,2655,8,,0,100,41,7,8,8,9,23,8.0,10.0,,,,2,0,0,0,0,0,0,0,0,14.75796930342385,14.3303804064617,,,,8,41,2,16:00,2,d,d,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CARRIE(2) DB  SK  BB  ,304347,05/06/2019,İstanbul,8. Koşu:18:00,T.KERESTECİ,T.KERESTECİ,True,1,3y a d,126.97,48.85,4885,13,0.0,12,14,7,2,1,2,6,5,13.0,7.0,11.0,9.0,6.0,7,0,0,0,0,0,0,0,0,14.96416476332992,15.46681664791901,15.62674405625628,15.2797367183827,15.14960232293902,13,7,8,18:00,3,a,d,yaz,0,0,1,1,0,0,0,0,0,0,0,0,0,0
AQUAMAN(6) KG  SK  ,304372,30/05/2019,Ankara,3. Koşu:15:30,M.KESKİN,M.A.SOLMAZ,False,0,3y d e,141.67,2.85,285,3,23.0,2,84,83,8,8,8,9,24,13.0,3.0,1.0,4.0,4.0,8,1,0,3,2,12,0,37,25,,14.82318063104398,14.87541837114169,15.15457668215801,14.95121183506453,3,83,3,15:30,3,d,e,ilkbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
KARO KIZI(4) K  ,304373,05/06/2019,İstanbul,8. Koşu:18:00,G.YILDIZ,G.YILDIZ,True,1,3y d d,121.42,4.85,484,5,10.0,2,85,69,7,8,9,10,24,5.0,5.0,8.0,10.0,,4,0,0,0,0,0,0,0,0,15.64816339976939,16.19058633051926,15.86629997884493,15.56513409961686,,5,69,8,18:00,3,d,d,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PANCAKE(8) SK  ,304374,05/06/2019,İstanbul,8. Koşu:18:00,H.KARATAŞ,H.KARATAŞ,True,1,3y a d,121.29,1.6,160,4,52.0,1,92,76,27,19,15,11,61,4.0,3.0,3.0,2.0,2.0,9,0,3,2,1,0,33,22,11,15.66493527908319,16.25072547881602,16.40112464854733,16.35896237438654,16.16902015737846,4,76,8,18:00,3,a,d,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGA OSMAN(7) SK  BB  ,304388,05/06/2019,İstanbul,7. Koşu:17:30,S.AKBULAT,A.SÖZEN,False,0,4y d a,138.03,4.7,470,6,13.0,3,78,61,5,6,6,7,17,9.0,6.0,3.0,3.0,5.0,25,4,3,6,1,16,12,24,4,,15.21408389480548,15.8001655255436,16.18122977346278,16.1472630389149,6,61,7,17:30,4,d,a,yaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ODDJOB(3) DB  ,304395,05/06/2019,İstanbul,7. Koşu:17:30,F.ARSLAN,BURAK AKÇAY,False,0,5y a a,136.65,16.35,1635,3,4.0,7,50,84,8,8,7,11,23,,,3.0,2.0,4.0,35,4,2,5,4,11,5,14,11,16.17773943054357,15.51109042965721,15.36772777167947,15.38212435233161,15.40400504131074,3,84,7,17:30,5,a,a,yaz,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ALTURBO(13) KG  SK  ,304443,05/06/2019,İstanbul,4. Koşu:16:00,GÖK.BEKTAŞ,GÖK.BEKTAŞ,True,1,5y a k,95.89,18.3,1830,12,2.0,13,7,15,7,6,7,8,20,12.0,9.0,8.0,13.0,12.0,29,2,3,1,3,6,10,3,10,14.60006257169674,13.61933946203609,14.31895471630571,14.03649488670544,13.6995684635934,12,15,4,16:00,5,a,k,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ARISAN(6) KG  ,304474,31/05/2019,İstanbul,1. Koşu:17:45,MÜS.ÇELİK,MÜS.ÇELİK,True,1,5y a a,157.03,2.35,235,8,,0,100,41,14,13,13,12,40,8.0,1.0,2.0,9.0,12.0,18,5,3,0,1,27,16,0,5,13.37324078201618,14.24907381020233,14.16144042079709,13.06506401881369,12.93052780063477,8,41,1,17:45,5,a,a,ilkbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CÜLMEN OĞLUM(1) KG  ,304509,06/06/2019,Ankara,5. Koşu:16:30,M.KESKİN,M.KESKİN,True,1,3y k e,85.56,32.7,3270,9,1.0,9,9,11,8,8,8,9,24,9.0,10.0,8.0,10.0,,4,0,0,0,0,0,0,0,0,14.02524544179523,14.2918393597256,12.66697374481805,12.81901876238201,,9,11,5,16:30,3,k,e,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLICK THE SWITCH(5) K  ,304534,06/06/2019,Ankara,3. Koşu:15:30,H.KARATAŞ,H.KARATAŞ,True,1,4y k k,99.64,2.5,250,7,30.0,1,90,33,27,19,15,11,61,7.0,5.0,3.0,4.0,1.0,13,2,4,2,2,15,30,15,15,16.05780810919309,16.03298213467705,16.85684647302904,16.80907690152683,16.69449081803005,7,33,3,15:30,4,k,k,yaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL KANAT(8) KG  DB  SK  ,304551,06/06/2019,İzmir,8. Koşu:21:30,B.M.MIRIK,B.M.MIRIK,True,1,4y a k,79.92,15.1,1510,9,4.0,8,50,42,9,10,11,11,30,9.0,8.0,8.0,5.0,2.0,21,0,1,1,3,0,4,4,14,15.01501501501502,15.17450682852807,12.41667755848909,14.34262948207171,14.80300614894102,9,42,8,21:30,4,a,k,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
REİSİN GÜLÜ(7) KG  DB  SK  ,304553,06/06/2019,İzmir,8. Koşu:21:30,A.C.DAĞDEVİREN,A.C.DAĞDEVİREN,True,1,4y k k,84.12,37.75,3775,13,1.0,15,6,14,8,11,9,10,28,13.0,9.0,12.0,8.0,8.0,17,1,0,1,0,5,0,5,0,14.26533523537803,12.36017551449231,14.28863033272096,13.36515513126492,13.30671989354624,13,14,8,21:30,4,k,k,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
VEGOOL(10) DB  SKG  SK  ,304554,06/06/2019,İzmir,8. Koşu:21:30,M.SAV,M.SAV,True,1,6y a k,82.8,4.55,455,10,16.0,2,87,35,8,8,8,10,24,10.0,4.0,9.0,12.0,8.0,39,3,4,2,2,7,10,5,5,14.49275362318841,14.65031999383145,14.29025087329311,13.27433628318584,13.19012624835123,10,35,8,21:30,6,a,k,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
MORE THAN WORDS(6) KG  K  SGKR  ,304597,06/06/2019,İzmir,4. Koşu:19:30,M.K.CEYLAN,B.ULUKAN,False,0,4y d k,76.19,51.1,5110,10,1.0,12,25,35,1,3,3,4,7,14.0,10.0,12.0,13.0,7.0,19,2,2,3,1,10,10,15,5,,15.75009843811524,15.05376344086022,16.18871415356152,16.00602579794746,10,35,4,19:30,4,d,k,yaz,1,1,0,0,0,0,0,0,0,0,0,0,1,0
GÖKİNCİSİ(10) KG  K  DB  ,304614,06/06/2019,İzmir,3. Koşu:19:00,E.EMRE DOĞRU,E.EMRE DOĞRU,True,1,3y a d,91.19,45.75,4575,9,0.0,11,31,42,6,7,6,9,19,9.0,9.0,12.0,11.0,,4,0,0,0,0,0,0,0,0,13.15933764667179,14.90514905149051,13.24503311258278,13.54096140825999,,9,42,3,19:00,3,a,d,yaz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
RED SUN(12) DB  SKG  SK  ,304745,01/06/2019,İzmir,7. Koşu:21:30,A.OLUK,A.OLUK,True,1,5y a g,140.97,10.85,1085,7,5.0,7,56,60,9,9,9,9,27,7.0,11.0,3.0,8.0,6.0,32,2,1,3,4,6,3,9,12,14.89678655032986,15.22649409973354,15.24832994481557,14.81795088907705,15.21704308825885,7,60,7,21:30,5,a,g,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ONURBEY(11) DB  SK  ,304748,01/06/2019,İzmir,7. Koşu:21:30,M.SAV,M.SAV,True,1,4y d a,139.37,8.0,800,6,8.0,4,75,66,8,8,8,10,24,6.0,3.0,5.0,5.0,8.0,39,4,6,4,6,10,15,10,15,15.06780512305374,15.49636803874092,15.73564122738002,15.50087192404573,15.16185277840952,6,66,7,21:30,4,d,a,yaz,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ÖZÜGÜZEL(8) KG  ,304764,01/06/2019,Ankara,2. Koşu:14:30,AYTEK DÜLGER,AYTEK DÜLGER,True,1,4y k k,105.86,50.75,5075,10,1.0,10,30,30,4,3,6,7,13,10.0,7.0,9.0,13.0,2.0,21,1,1,3,3,4,4,14,14,13.22501416965804,12.98701298701299,13.52326000721241,12.76795914253074,14.03049293798522,10,30,2,14:30,4,k,k,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DORSA(4) DB  SK  YP  ,304772,01/06/2019,Ankara,2. Koşu:14:30,M.S.ÇELİK,M.S.ÇELİK,True,1,4y k k,98.87,1.75,175,1,36.0,1,100,100,18,12,13,11,43,1.0,4.0,5.0,1.0,1.0,11,6,1,0,1,54,9,0,9,14.16000809143319,14.08025746756512,14.14427157001414,14.57725947521866,14.27630133977597,1,100,2,14:30,4,k,k,yaz,0,0,1,1,0,0,0,0,1,0,0,0,0,0
SONMARTI KIZI(12) KG  ,304779,01/06/2019,Ankara,9. Koşu:18:00,İ.KATAR,İ.KATAR,True,1,3y k d,88.53,53.25,5325,12,0.0,12,15,15,7,7,8,9,22,12.0,11.0,10.0,,,3,0,0,0,0,0,0,0,0,13.55472721111488,12.79044979748455,13.3422281521014,,,12,15,9,18:00,3,k,d,yaz,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ÇELİKKARDEŞLER(9) KG  DB  SK  ,304859,01/06/2019,Ankara,1. Koşu:14:00,E.TUNÇ,E.TUNÇ,True,1,4y k a,137.04,43.25,4325,10,1.0,10,30,30,7,8,8,9,23,10.0,12.0,7.0,8.0,3.0,24,0,2,5,3,0,8,20,12,13.86456509048453,13.27029941113046,13.77274963108706,13.75831231368952,13.87860843819393,10,30,1,14:00,4,k,a,yaz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ULUMERİÇ(10) DB  SKG  SK  ,304877,01/06/2019,İzmir,3. Koşu:19:30,M.K.CEYLAN,M.K.CEYLAN,True,1,4y a k,88.71,56.1,5610,9,1.0,12,25,46,1,3,3,4,7,9.0,10.0,7.0,9.0,4.0,14,0,0,1,1,0,0,7,7,14.65449216548304,12.89134438305709,12.42804814233386,13.96539685002716,14.66110296605391,9,46,3,19:30,4,a,k,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
TOREADOR(12) K  DB  ,304881,01/06/2019,İzmir,2. Koşu:19:00,Y.ARPA,Y.ARPA,True,1,3y d e,132.17,95.75,9575,12,0.0,11,31,26,2,7,3,5,12,12.0,12.0,7.0,9.0,6.0,8,0,0,0,0,0,0,0,0,14.37542558825755,14.97646555412923,14.30615164520744,15.57259223766171,14.79602621010357,12,26,2,19:00,3,d,e,yaz,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CANYOUSTOPME(4),304916,30/05/2019,İzmir,5. Koşu:20:30,F.HİM,F.HİM,True,1,3y d e,92.13,11.95,1195,7,1.0,8,46,57,5,5,7,7,17,5.0,7.0,,,,2,0,0,0,0,0,0,0,0,16.47446457990115,15.19591881037664,,,,7,57,5,20:30,3,d,e,ilkbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EASTENDERS(13) KG  DB  ,304948,30/05/2019,İzmir,2. Koşu:19:00,ALP.OLUK,B.AVERBAK,False,0,3y d d,86.28,18.3,1830,12,3.0,11,26,21,11,9,11,10,31,8.0,12.0,9.0,7.0,3.0,17,1,1,1,2,5,5,5,11,15.12979773849339,16.2262401483542,16.26236617427836,15.22301720200944,16.04106512672441,12,21,2,19:00,3,d,d,ilkbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ULU MANİTU(14) SK  ,304955,30/05/2019,İzmir,2. Koşu:19:00,A.C.DAĞDEVİREN,A.C.DAĞDEVİREN,True,1,3y d d,88.87,41.1,4110,14,1.0,14,6,7,8,11,9,10,28,14.0,11.0,3.0,6.0,6.0,14,1,0,3,0,7,0,21,0,15.7533475863621,14.12114455592716,14.74165253924965,15.18932407507866,14.6480610592861,14,7,2,19:00,3,d,d,ilkbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BERENES(11) KG  SK  ,304968,30/05/2019,İzmir,2. Koşu:19:00,F.KARAKURT,F.KARAKURT,True,1,3y a d,87.67,40.7,4070,13,1.0,13,13,14,9,9,8,10,26,13.0,7.0,9.0,12.0,11.0,10,1,1,0,1,10,10,0,10,15.9689745637048,15.32399299474606,15.59697418700772,16.19534072505295,15.43924656476764,13,14,2,19:00,3,a,d,ilkbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SENSU(10) GKR  ,304989,08/06/2019,İzmir,9. Koşu:21:30,A.C.DAĞDEVİREN,A.C.DAĞDEVİREN,True,1,4y k k,95.96,33.85,3385,15,1.0,14,13,6,8,11,9,10,28,15.0,11.0,6.0,2.0,6.0,30,1,4,1,6,3,13,3,20,12.50521050437682,14.14260459634649,13.13197636244255,13.8728323699422,13.16222441592629,15,6,9,21:30,4,k,k,yaz,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RUGGIERO(6) DB  ,305001,31/05/2019,İstanbul,7. Koşu:21:00,G.YILDIZ,G.YILDIZ,True,1,3y d e,139.1,11.65,1165,8,6.0,5,58,41,7,8,9,10,24,8.0,4.0,7.0,2.0,9.0,12,0,2,1,3,0,16,8,25,15.09705248023005,16.05297481689576,14.8294611962432,14.68996443482295,16.16553507921112,8,41,7,21:00,3,d,e,ilkbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
İLKNAZ(14) K  GKR  ,305013,04/06/2019,Ankara,8. Koşu:19:00,S.ERKUŞ,S.ERKUŞ,True,1,4y k k,101.51,15.7,1570,13,2.0,10,16,0,8,9,9,10,26,13.0,8.0,6.0,7.0,5.0,21,1,4,1,1,4,19,4,4,13.79174465569895,14.79563528759016,14.19605499103407,12.98026998961578,13.79944802207912,13,0,8,19:00,4,k,k,yaz,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DOKUMACIKIZ(13) KG  SK  ,305044,02/06/2019,İstanbul,10. Koşu:18:00,O.YILDIZ,H.ALTUNDAĞ,False,0,4y k k,89.48,49.65,4965,14,0.0,12,21,7,9,10,10,10,29,14.0,10.0,14.0,7.0,11.0,14,1,0,0,0,7,0,0,0,,,13.41081805990165,14.19244961680386,13.98992725237829,14,7,10,18:00,4,k,k,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
DERBİKAYA(4) KG  K  DB  ,305047,29/05/2019,İstanbul,5. Koşu:15:30,A.KAÇMAZ,E.ÇANKAYA,False,0,3y k e,90.79,42.25,4225,10,1.0,10,40,43,9,10,11,10,30,10.0,10.0,8.0,,,3,0,0,0,0,0,0,0,0,13.76778338687471,13.21731468223373,12.62785705265816,,,10,43,5,15:30,3,k,e,ilkbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
VASIFBEY(6) KG  SK  ,305062,02/06/2019,Adana,2. Koşu:17:15,M.K.KUMBASAR,M.K.KUMBASAR,True,1,3y k e,91.66,25.95,2595,13,1.0,11,23,14,9,9,9,11,27,13.0,11.0,,,,2,0,0,0,0,0,0,0,0,13.091861226271,12.23690651003426,,,,13,14,2,17:15,3,k,e,yaz,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TEYWAZ(11) DB  SKG  SK  ,305066,02/06/2019,Adana,9. Koşu:21:00,T.BALİ,T.BALİ,True,1,3y d d,92.78,131.1,13110,10,0.0,11,23,35,2,3,6,6,11,10.0,10.0,5.0,10.0,10.0,5,0,0,0,0,0,0,0,0,15.08945893511533,15.12257242916269,15.17297187942545,13.18458417849899,14.29985700142999,10,35,9,21:00,3,d,d,yaz,0,0,1,1,1,0,0,0,0,0,0,0,0,0
